"COUNTY","CITY","ADDRESS","DATE","long","lat","geocode.address"
"MUSKOGEE"," MUSKOGEE"," 4210 SOUTH WOODLAND ROAD           ","1/17/2010",-95.251231,35.698419,"4210 s woodland rd, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 607 MARIETTA STREET                ","1/20/2010",-95.3868918,35.7344657,"607 marietta, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 1206 EAST AUGUSTA STREET           ","1/22/2010",-95.3592803,35.7332683,"1206 augusta, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 1203 EAST BROADWAY STREET          ","2/17/2010",-95.3448238,35.7415218,"1203 e broadway st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 130 EAST SMITH FERRY ROAD          ","4/14/2010",-95.374383,35.697414,"130 e smith ferry rd, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 628 SOUTH B STREET                 ","4/15/2010",-95.3686532,35.7414945,"628 s b st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 8TH SOUTH COURT STREET             ","5/31/2010",-95.3809032,35.7463695,"s 8th st, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 3504 FONDULAC STREET               ","6/17/2010",-95.4162224,35.759505,"3504 fondulac st, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 2423 CAROLYN STREET                ","6/24/2010",-95.3945139,35.7477565,"2423 carolyn st, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 832 SOUTH F STREET                 ","7/17/2010",-95.3645968,35.7375657,"832 s f st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 5207 DENISON STREET                ","7/26/2010",-95.427003,35.7576989,"5207 denison st, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 214 GENEVA STREET                  ","7/27/2010",-95.3689454,35.7405052,"214 geneva ave, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 1821 NORTH YORK STREET 1            ","8/7/2010",-95.3407348,35.7651311,"1821 n york st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 2203 WARD STREET                    ","9/8/2010",-95.3417939,35.765661,"2203 ward st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 301 BALTIMORE STREET                ","9/29/2010",-95.3653922,35.7453108,"301 baltimore ave, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 1120 FITE STREET                    ","10/11/2010",-95.3594713,35.7271699,"1120 fite st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 721 NORTH G STREET                  ","10/21/2010",-95.3574644,35.7520728,"721 n g st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 2911 SOUTH YORK                     ","10/26/2010",-95.3403555,35.7191997,"2911 s york st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 808 HAMILTON STREET                 ","11/10/2010",-95.3617945,35.7371043,"808 hamilton st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 1706 SOUTH CHEROKEE STREET          ","11/17/2010",-95.375722,35.7288659,"1706 s cherokee st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 5103 WEST BROADWAY STREET 4         ","12/8/2010",-95.4256654,35.7558452,"5103 w broadway st, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 911 CHOCTAW STREET                  ","12/15/2010",-95.3529709,35.7344212,"911 choctaw st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 1428 CHERRY STREET                  ","1/12/2011",-95.3515319,35.7603448,"1428 cherry st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 2423 CAROLYN AVENUE                 ","1/14/2011",-95.3945139,35.7477565,"2423 carolyn st, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 529 FRANKFORT                       ","1/22/2011",-95.3631607,35.7400146,"529 e frankfort ave, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 4031 OKLAHOMA STREET                ","1/22/2011",-95.4120777,35.7567803,"4031 oklahoma st, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 10750 WEST 43RD SOUTH STREET        ","1/25/2011",-95.522651,35.698693,"10750 w 43rd st s, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 2316 FREDONIA STREET                ","3/10/2011",-95.3394642,35.7468118,"2316 fredonia st, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 325 NORTH 7TH STREET                ","9/15/2011",-95.3760473,35.7539894,"325 n 7th st, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 205 GOLF LANE                       ","9/22/2011",-95.3696909,35.7478769,"muskogee, ok, usa"
"MUSKOGEE"," MUSKOGEE"," 4014 WEST 73RD STREET               ","9/25/2011",-95.3116023,35.6532987,"4014 e 73rd st s, muskogee, ok 74403, usa"
"MUSKOGEE"," MUSKOGEE"," 725 SOUTH S 24TH ST                 ","11/4/2013",-95.3939343,35.7461908,"725 s 24th st w, muskogee, ok 74401, usa"
"MUSKOGEE"," MUSKOGEE"," 2401 CHICAGO ST STREET              ","3/28/2014",-95.3649231,35.7744573,"2401 chicago st, muskogee, ok 74401, usa"
"MUSKOGEE"," OKTAHA"," 2121 NORTH MAIN STREET APT # 201    ","11/11/2009",-104.5229773,33.4183488,"2121 n main st, roswell, nm 88201, usa"
"MUSKOGEE"," OKTAHA"," 1015 EASTSIDE BOULEVARD             ","10/7/2010",-95.4749764,35.5764881,"oktaha, ok 74450, usa"
"MUSKOGEE"," OKTAHA"," 1611 WEST BROADWAY                  ","1/31/2011",-95.6514663,35.5555984,"broadway, oktaha, ok 74450, usa"
"MUSKOGEE"," WARNER"," 1613 DORCHESTER STREET              ","6/13/2002",-95.3055239,35.4942644,"warner, ok 74469, usa"
"MUSKOGEE"," WARNER"," 1613 ROCHESTER STREET               ","6/15/2010",-95.3055239,35.4942644,"warner, ok 74469, usa"
"MUSKOGEE"," WARNER"," 519 SOUTH CREEK STREET              ","10/6/2010",-94.6112736,35.0475407,"519 warner st, poteau, ok 74953, usa"
"MUSKOGEE"," WEBBERS"," WEBBERS FALLS       1408 CALLAHAN STREET                 ","9/2/2009",-97.092877,35.0077519,"oklahoma, usa"
"MUSKOGEE"," WEBBERS"," WEBBERS FALLS       2420 ELGIN STREET                   ","2/25/2010",-97.092877,35.0077519,"oklahoma, usa"
"MUSKOGEE"," WEBBERS"," WEBBERS FALLS       109 WEST COMMERCIAL STREET           ","2/8/2012",-95.130392,35.5105502,"109 commercial, webbers falls, ok 74470, usa"
"NOBLE"," GLENCOE"," 2016 DENVER STREET                  ","7/25/2011",-104.9257754,39.7477814,"2016 glencoe st, denver, co 80207, usa"
"NOBLE"," PERRY"," 9862 SOUTH 24TH WEST STREET         ","8/17/2004",-97.2880983,36.2894855,"perry, ok 73077, usa"
"NOBLE"," PERRY"," 414 JACKSON                         ","12/29/2011",-97.283038,36.294173,"414 jackson st, perry, ok 73077, usa"
"NOBLE"," RED"," RED ROCK            509 CEMETARY ROAD                   ","8/21/2010",-97.092877,35.0077519,"oklahoma, usa"
"NOBLE"," STILLWATER"," 408 MILLARD STREET LOT 8             ","1/5/2004",-97.0583681,36.1156071,"stillwater, ok, usa"
"NOBLE"," STILLWATER"," 303 5TH AVE                         ","3/9/2011",-97.0613779,36.116722,"303 w 5th ave, stillwater, ok 74074, usa"
"NOWATA"," DELAWARE"," 1300 64 HIGHWAY 6B                   ","5/9/2010",-95.6394227,36.7786985,"delaware, ok 74027, usa"
"OKFUSKEE"," PADEN"," 104 ALVIN ROAD                      ","12/28/2006",-96.5675136,35.5078486,"paden, ok 74860, usa"
"OKFUSKEE"," WELEETKA"," 912 SEMINOLE W                      ","9/8/2002",-96.1367337,35.3354366,"912 seminole ave, weleetka, ok 74880, usa"
"OKFUSKEE"," WELEETKA"," 18605 DEER RIDGE LANE                ","2/6/2003",-96.1363921,35.3356496,"weleetka, ok, usa"
"OKFUSKEE"," WELEETKA"," 114 OSAGE STREET                     ","3/2/2003",-96.1430934,35.3366326,"osage ave, weleetka, ok 74880, usa"
"OKLAHOMA"," ARCADIA"," 229 NORTH MAPLE                      ","9/2/2004",-97.3267025,35.6667233,"arcadia, ok 73007, usa"
"OKLAHOMA"," BETHANY"," 123 STANLEY                        ","12/15/2000",-97.6051068,35.5415739,"n stanley ave, oklahoma city, ok 73132, usa"
"OKLAHOMA"," BETHANY"," 5010 RIVER N DR                     ","7/2/2001",-97.6632314,35.522989,"5010 river rd, oklahoma city, ok 73132, usa"
"OKLAHOMA"," BETHANY"," 122 CHACTAW N                      ","9/11/2004",-97.6322639,35.5186678,"bethany, ok, usa"
"OKLAHOMA"," CHOCTAW"," 9800 SKY RIDGE                     ","3/20/2002",-97.3391783,35.4724964,"9800 blue sky dr, midwest city, ok 73130, usa"
"OKLAHOMA"," CHOCTAW"," 13501 SOUTHEAST 29TH STREET 134     ","11/1/2012",-97.2885104,35.4359777,"13501 se 29th st, choctaw, ok 73020, usa"
"OKLAHOMA"," DEL"," DEL CITY            515 SOUTHEAST CREEK AVENUE          ","2/27/2000",-97.439042,35.460106,"515 del haven dr, del city, ok 73115, usa"
"OKLAHOMA"," DEL"," DEL CITY             6214 33RD NW ST C                   ","8/4/2000",-97.4297102,35.5041403,"6214 ne 33rd st, oklahoma city, ok 73121, usa"
"OKLAHOMA"," DEL"," DEL CITY             5203 MUELLER                        ","3/8/2001",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," DEL"," DEL CITY             6706 24TH NW ST                    ","3/28/2001",-97.4273015,35.4399275,"6706 se 24th st, del city, ok 73115, usa"
"OKLAHOMA"," DEL"," DEL CITY             6607 32 NW                         ","3/31/2001",-97.4382364,35.5034873,"6607 ne 32nd st, oklahoma city, ok 73121, usa"
"OKLAHOMA"," DEL"," DEL CITY             7223 45TH NW ST                     ","7/3/2001",-97.4329043,35.4186415,"7223 se 45th st, oklahoma city, ok 73135, usa"
"OKLAHOMA"," DEL"," DEL CITY             4102 COUNCIL N 4                   ","8/17/2001",-97.4428071,35.4713939,"4102 ne 4th st, oklahoma city, ok 73117, usa"
"OKLAHOMA"," DEL"," DEL CITY             3108 CHOCTAW S RD                  ","10/9/2001",-97.2649448,35.3626124,"s choctaw rd, oklahoma city, ok, usa"
"OKLAHOMA"," DEL"," DEL CITY             2808 CLARK ST                      ","1/15/2002",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," DEL"," DEL CITY              4720 CHOCTAW S RD                  ","5/1/2002",-97.2649448,35.3626124,"s choctaw rd, oklahoma city, ok, usa"
"OKLAHOMA"," EDMOND"," 721 SOONER S RD                   ","12/28/2000",-97.4250053,35.6623433,"721 n sooner rd, edmond, ok 73034, usa"
"OKLAHOMA"," EDMOND"," 4304 VICKIE S                     ","1/24/2001",-97.5055094,35.6711499,"victoria pl, edmond, ok 73003, usa"
"OKLAHOMA"," EDMOND"," 3029 DEL RANCHO                   ","1/23/2004",-97.4780954,35.6528323,"edmond, ok, usa"
"OKLAHOMA"," EDMOND"," 4415 1/2 RENO E                    ","7/9/2004",-97.8906402,35.6534238,"4415 edmond rd ne, el reno, ok 73036, usa"
"OKLAHOMA"," EDMOND"," 4748 26TH SE ST                    ","9/1/2004",-97.4698027,35.6304471,"e 26th st, edmond, ok 73013, usa"
"OKLAHOMA"," EDMOND"," 1305 MALLARD DR                   ","12/21/2004",-97.500275,35.6634332,"1305 mallard ave, edmond, ok 73003, usa"
"OKLAHOMA"," EDMOND"," 4208 28TH SE ST                   ","5/31/2006",-97.4726793,35.6280529,"e 28th st, edmond, ok 73013, usa"
"OKLAHOMA"," HARRAH"," 4773 26 SE ST                     ","1/12/2001",-97.2320466,35.4379032,"4773 se 26th pl, choctaw, ok 73020, usa"
"OKLAHOMA"," HARRAH"," 3912 LAMAR                        ","5/17/2001",-97.1636408,35.4895085,"harrah, ok, usa"
"OKLAHOMA"," HARRAH"," 21 EASTBROOK DR                   ","3/15/2002",-97.1636408,35.4895085,"harrah, ok, usa"
"OKLAHOMA"," HARRAH"," 4409 SYCAMORE LN                  ","4/28/2002",-97.2163995,35.4544391,"sycamore stand, choctaw, ok 73020, usa"
"OKLAHOMA"," HARRAH"," 1412 PADDOCK                       ","2/4/2006",-97.1593078,35.4486255,"1412 s harrah rd, harrah, ok 73045, usa"
"OKLAHOMA"," LUTHER"," 601 VISTA LANE S 80               ","10/14/2000",-97.195588,35.6617259,"luther, ok 73054, usa"
"OKLAHOMA"," LUTHER"," 14 WOODLAND W DR                  ","7/11/2001",-97.5016997,35.5191035,"woodland dr, oklahoma city, ok 73105, usa"
"OKLAHOMA"," LUTHER"," 1202 BLACKWELDER N                ","3/10/2006",-97.195588,35.6617259,"luther, ok 73054, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          10101 BLANCHE LN                  ","1/12/2000",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY         225 EAST EDWARDS STREET             ","7/9/2000",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          1237 PEBBLY N RD                   ","8/9/2000",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          19 LIBERTY LANE                   ","9/26/2000",-97.4216009,35.4376265,"liberty pkwy, midwest city, ok 73110, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          23901 LYNN LN                      ","7/1/2001",-97.3135987,35.4250593,"lynn dr, choctaw, ok 73020, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY         19796 NORTHEAST 23RD               ","7/10/2001",-97.3481361,35.4423735,"19796 se 23rd st, midwest city, ok 73130, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          13925 HARRAH N RD                 ","8/18/2001",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          17501 HOGBACK N RD                ","9/25/2001",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          21420 BOWMAN RD                   ","3/12/2002",-97.3805389,35.4396008,"bowman dr, midwest city, ok 73110, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          1317 AVERY                        ","3/21/2002",-97.3489064,35.4516127,"1317 s avery ave, midwest city, ok 73130, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          327 CAMPBELL W DR                 ","7/21/2002",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          1400 CHRISTINE DR                 ","8/22/2002",-97.3592142,35.4824207,"1400 n christine dr, midwest city, ok 73130, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          1419 MIDWEST N BLVD 135           ","10/19/2002",-97.3885846,35.4656966,"135 n midwest blvd, midwest city, ok 73110, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          929 LOCUST N LN                   ","11/13/2002",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          8819 WINDY HOLLOW DR 41           ","2/19/2003",-97.3746831,35.4770631,"8819 windy hollow dr, midwest city, ok 73110, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          605 FOSTER PL                      ","4/9/2003",-97.4102519,35.4431645,"605 foster pl, midwest city, ok 73110, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          902 ROSE E                        ","4/25/2003",-97.3813142,35.4561891,"902 e rose dr, midwest city, ok 73110, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          713 PALMER DR                     ","6/16/2003",-97.3875217,35.443002,"713 palmer dr, midwest city, ok 73110, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          2009 CREEKRIDGE DR                 ","2/9/2004",-97.3780759,35.49086,"2009 creekridge dr, oklahoma city, ok 73141, usa"
"OKLAHOMA"," MIDWEST"," MIDWEST CITY          10611 LE JEAN DR                  ","5/28/2004",-97.3491062,35.4582335,"le jean dr, midwest city, ok 73130, usa"
"OKLAHOMA"," NEWALLA"," 601 DOUGLAS N BLVD                ","4/30/2001",-97.1596153,35.3271851,"s harrah newalla rd, mcloud, ok 74851, usa"
"OKLAHOMA"," NICOMA"," NICOMA PARK           3804 SHADYWOOD N DR 105            ","8/6/2001",-97.092877,35.0077519,"oklahoma, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         8700 17TH NE ST                    ","1/3/2000",-97.3759129,35.4874395,"8700 ne 17th st, oklahoma city, ok 73141, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         9800 21ST NE ST 53                ","1/13/2000",-97.3563919,35.4911178,"9800 ne 21st st, oklahoma city, ok 73141, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2504 MURRAY DR                    ","1/20/2000",-97.557171,35.417367,"2504 sw murray dr, oklahoma city, ok 73119, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         710 POPLAR N LN                    ","2/4/2000",-97.3481401,35.4735042,"710 n poplar ln, oklahoma city, ok 73130, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         6629 ZEBRA ST                      ","2/8/2000",-97.4143754,35.483866,"6629 zebra st, midwest city, ok 73110, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1513 KUDU ST                      ","2/12/2000",-97.4148411,35.4837076,"1513 kudu st, midwest city, ok 73110, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1801 ST LUKE N                    ","2/22/2000",-97.3633886,35.4870715,"1801 n st luke ave, oklahoma city, ok 73141, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         104 ROSE E DR                      ","3/6/2000",-97.400301,35.455876,"104 e rose dr, midwest city, ok 73110, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         110 LISA LN                        ","3/7/2000",-97.1591471,35.3018457,"110 lisa ln, newalla, ok 74857, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2700 MINSTER NW                   ","3/13/2000",-97.3382418,35.4985799,"nw minister, oklahoma city, ok 73141, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1400 LAFAYETTE DR                 ","6/17/2000",-97.541171,35.415336,"1400 lafayette dr, oklahoma city, ok 73119, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4322 BLACKWELDER N                 ","7/6/2000",-97.5385243,35.5154651,"4322 n blackwelder ave, oklahoma city, ok 73118, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3606 OKLAHOMA S                    ","7/8/2000",-97.5102619,35.4288988,"3606 s oklahoma ave, oklahoma city, ok 73129, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1115 YOUNGS N BLVD                ","7/12/2000",-97.552614,35.479239,"1115 n youngs blvd, oklahoma city, ok 73107, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         421 26TH SE                       ","7/18/2000",-97.504064,35.438695,"421 se 26th st, oklahoma city, ok 73129, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2804 DURANGO CIR                  ","7/21/2000",-97.7373721,35.4366788,"2804 durango cir, yukon, ok 73099, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4401 NEBRASKA S                    ","8/7/2000",-97.4795724,35.4217308,"4401 s nebraska ave, oklahoma city, ok 73129, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         7817 YOUNG S                       ","8/7/2000",-97.3179767,35.4427776,"7817 e young rd, midwest city, ok 73130, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2130 59TH SE ST 122                ","8/9/2000",-97.4741825,35.4056012,"2130 se 59th st, oklahoma city, ok 73129, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4212 16TH NW ST                   ","8/10/2000",-97.595121,35.485759,"4212 nw 16th st, oklahoma city, ok 73107, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2424 39TH SW ST                   ","8/15/2000",-97.555732,35.42537,"2424 sw 39th st, oklahoma city, ok 73119, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         8091 23 NW ST                     ","8/19/2000",-97.6557223,35.4940228,"8091 nw 23rd st, oklahoma city, ok 73127, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2801 42ND SW ST 11                ","8/28/2000",-97.563513,35.422949,"2801 sw 42nd st, oklahoma city, ok 73119, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2620 SANTA FE S                   ","8/29/2000",-97.5124139,35.4385807,"2620 s santa fe ave, oklahoma city, ok 73109, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4628 BROOKLINE N                   ","9/6/2000",-97.5662986,35.5182108,"4628 n brookline ave, oklahoma city, ok 73112, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1157 89TH NW                       ","9/7/2000",-97.533743,35.561862,"1157 nw 89th st, oklahoma city, ok 73114, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3917 LIBERTY DR                   ","9/14/2000",-97.5886249,35.481756,"3917 nw liberty st, oklahoma city, ok 73107, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         5500 BARNES S                     ","10/1/2000",-97.5493937,35.4106147,"5500 s barnes ave, oklahoma city, ok 73119, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1317 31ST SW ST                   ","10/5/2000",-97.5399489,35.433737,"1317 sw 31st st, oklahoma city, ok 73119, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         600 79TH SE ST                    ","10/12/2000",-97.5013479,35.387184,"600 se 79th st, oklahoma city, ok 73149, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2308 12TH SE ST                   ","10/18/2000",-97.471743,35.452273,"2308 se 12th st, oklahoma city, ok 73129, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         12209 28TH SW                     ","10/18/2000",-97.744137,35.4368399,"12209 sw 28th st, yukon, ok 73099, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2709 1/2 35TH SW                  ","11/2/2000",-97.5533688,35.4292341,"23211/2 sw 35th st, oklahoma city, ok 73119, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         706 26TH NW                       ","11/8/2000",-97.5245486,35.4962291,"706 nw 26th st, oklahoma city, ok 73103, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         10900 POWELL RD                   ","11/10/2000",-97.319546,35.359083,"10900 powell rd, oklahoma city, ok 73165, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1735 11TH NW                      ","11/15/2000",-97.54035,35.480988,"1735 nw 11th st, oklahoma city, ok 73106, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1320 38TH SE                      ","11/16/2000",-97.489128,35.4261117,"1320 se 38th st, oklahoma city, ok 73129, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3949 23RD NW ST                   ","11/17/2000",-97.590114,35.493558,"3949 nw 23rd st, oklahoma city, ok 73107, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         11239 PENNSYLVANIA N AVE 1010     ","11/18/2000",-97.551331,35.58339,"11239 n pennsylvania ave, oklahoma city, ok 73120, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3524 51ST NW ST 2                 ","11/18/2000",-97.5803507,35.5229284,"3524 nw 51st st, oklahoma city, ok 73112, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         4100 POST S RD                    ","12/1/2000",-97.350299,35.423748,"4100 s post rd, oklahoma city, ok 73150, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         828 4TH SE                        ","12/8/2000",-97.497607,35.460875,"828 se 4th st, moore, ok 73160, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         12224 15TH SW TER                 ","12/16/2000",-97.744491,35.45223,"12224 sw 15th terrace, yukon, ok 73099, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2432 18TH NW ST                   ","12/17/2000",-97.556434,35.487733,"2432 nw 18th st, oklahoma city, ok 73107, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         605 27TH SW ST                    ","12/18/2000",-97.524069,35.437587,"605 sw 27th st, oklahoma city, ok 73109, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         504 22ND SE ST                    ","12/26/2000",-97.5032738,35.4427495,"504 se 22nd st, oklahoma city, ok 73129, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2749 1/2 22ND NW ST               ","12/28/2000",-97.5407284,35.4925852,"1813 1/2 nw 22nd st, oklahoma city, ok 73106, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         3240 15TH NW                       ","1/4/2001",-97.574157,35.484789,"3240 nw 15th st, oklahoma city, ok 73107, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         7300 13TH NW ST                    ","1/4/2001",-97.640705,35.482649,"7300 nw 13th st, oklahoma city, ok 73127, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2141 50TH SW ST                    ","1/6/2001",-97.5498104,35.4151216,"2141 sw 50th st, oklahoma city, ok 73119, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         5025 BRIARWOOD DR                  ","1/9/2001",-97.4552977,35.4149795,"5025 s briarwood dr, oklahoma city, ok 73135, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         804 ANITA N DR                    ","1/12/2001",-97.641791,35.4759839,"804 n anita dr, oklahoma city, ok 73127, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         6305 SANTA FE S 4                 ","1/17/2001",-97.5125099,35.4030093,"6305 s santa fe ave, oklahoma city, ok 73139, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         6804 LANCER LN                     ","2/2/2001",-97.632623,35.5459419,"6804 lancer ln, oklahoma city, ok 73132, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         1320 28TH SE                       ","2/7/2001",-97.540135,35.4360394,"1320 sw 28th st, oklahoma city, ok 73108, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2941 1/2 27TH SW ST 1/2           ","2/10/2001",-97.5420311,35.4373798,"1411 1/2 sw 27th st, oklahoma city, ok 73108, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         330 23RD SE ST                    ","2/20/2001",-97.5052174,35.4413134,"330 se 23rd st, oklahoma city, ok 73129, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2400 MACARTHUR N                  ","2/22/2001",-97.6185724,35.4936891,"2400 n macarthur blvd, oklahoma city, ok 73127, usa"
"OKLAHOMA"," OKLAHOMA"," OKLAHOMA CITY         2400 MCARTHUR S ST 115            ","2/22/2001",-97.6164973,35.4402404,"2400 s macarthur blvd, oklahoma city, ok 73128, usa"
